name,address,suburb,state,postcode,latitude,longitude,phone,opening_hours,venue_type,source
Nanango QGAP,"Nanango Magistrates Court, 30 Henry Street",Nanango,QLD,4615,-26.670634,152.002425,4162 6830,"Monday: 8:30-13:00 - 14:00-16:00
Tuesday: 8:30-13:00 - 14:00-16:00
Wednesday: 9:30-13:00 - 14:00-16:00
Thursday: 8:30-13:00 - 14:00-16:00
Friday: 8:30-13:00 - 14:00-16:00
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Normanton QGAP,"Normanton Magistrates Court, 24 Haig Street",Normanton,QLD,4890,-17.668241,141.079622,4445 1100,"Monday: 8:30-12:30 - 13:30-16:30
Tuesday: 8:30-12:30 - 13:30-16:30
Wednesday: 8:30-12:30 - 13:30-16:30
Thursday: 8:30-12:30 - 13:30-16:30
Friday: 8:30-12:30 - 13:30-16:30
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Oakey QGAP,73 Campbell Street,Oakey,QLD,4401,-27.4344096,151.7184996,13 QGOV (13 74 68),"Monday: 9:00-13:00 - 14:00-16:30
Tuesday: 9:00-13:00 - 14:00-16:30
Wednesday: 9:30-13:00 - 14:00-16:30
Thursday: 9:00-13:00 - 14:00-16:30
Friday: 9:00-13:00 - 14:00-16:30
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Pittsworth QGAP,"Pittsworth Magistrates Court, 77 Yandilla Street",Pittsworth,QLD,4356,-27.715161,151.633825,13 QGOV (13 74 68),"Monday: 8:30-13:00 - 14:00-16:00
Tuesday: 8:30-13:00 - 14:00-16:00
Wednesday: 9:30-13:00 - 14:00-16:00
Thursday: 8:30-13:00 - 14:00-16:00
Friday: 8:30-13:00 - 14:00-16:00
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Quilpie QGAP,"Courthouse, Buln Buln Street",Quilpie,QLD,4480,-26.613066,144.26881,13 QGOV (13 74 68),"Monday: 9:00 - 15:30
Tuesday: 9:00 - 15:30
Wednesday: NA
Thursday: NA
Friday: NA
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Ravenshoe QGAP,27 - 29 Grigg Street,Ravenshoe,QLD,4888,-17.604665,145.481041,13 QGOV (13 74 68),"Monday: 9:00-13:00 - 13:30-16:00
Tuesday: 9:00-13:00 - 13:30-16:00
Wednesday: 9:00-13:00 - 13:30-16:00
Thursday: 9:00-13:00 - 13:30-16:00
Friday: 9:00-13:00 - 13:30-16:00
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Richmond QGAP,"Richmond Magistrates Court, 53 Goldring Street",Richmond,QLD,4822,-20.726635,143.14002,4741 3227,"Monday: 10:00 - 14:30
Tuesday: 10:00 - 14:30
Wednesday: 10:00 - 14:30
Thursday: 10:00 - 14:30
Friday: 10:00 - 14:30
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Sarina QGAP,"Sarina Magistrates Court, 52-54 Broad Street",Sarina,QLD,4737,-21.419526,149.216241,4956 1820,"Monday: 8:30-12:30 - 13:30-16:30
Tuesday: 8:30-12:30 - 13:30-16:30
Wednesday: 9:30-12:30 - 13:30-16:30
Thursday: 8:30-12:30 - 13:30-16:30
Friday: 8:30-12:30 - 13:30-16:30
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Springsure QGAP,"Springsure Magistrates Court, 45 Eclipse Street",Springsure,QLD,4722,-24.113953,148.089221,4984 1433,"Monday: 8:30-12:30 - 13:30-16:30
Tuesday: NA
Wednesday: 9:30-12:30 - 13:30-16:30
Thursday: NA
Friday: 8:30-12:30 - 13:30-16:30
Saturday: NA
Sunday: NA",Library,Libraries_QLD
St George QGAP,"St George Magistrates Court, The Terrace",St George,QLD,4487,-28.03325,148.58321,4622 9580 or 13 23 80,"Monday: 8:30-13:00 - 14:00-16:00
Tuesday: 8:30-13:00 - 14:00-16:00
Wednesday: 9:30-13:00 - 14:00-16:00
Thursday: 8:30-13:00 - 14:00-16:00
Friday: 8:30-13:00 - 14:00-16:00
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Stanthorpe QGAP,51 Marsh Street,Stanthorpe,QLD,4380,-28.652483,151.934103,13 QGOV (13 74 68),"Monday: 8:30-13:00 - 14:00-16:00
Tuesday: 8:30-13:00 - 14:00-16:00
Wednesday: 9:30-13:00 - 14:00-16:00
Thursday: 8:30-13:00 - 14:00-16:00
Friday: 8:30-13:00 - 14:00-16:00
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Surat QGAP,62 Burrowes Street,Surat,QLD,4417,-27.151861,149.068292,4626 5523,"Monday: 9:00 - 16:30
Tuesday: 9:00 - 16:30
Wednesday: 9:00 - 16:30
Thursday: 9:00 - 16:30
Friday: 9:00 - 16:30
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Tara QGAP,19 Fry Street,Tara,QLD,4421,-27.27819,150.459633,4665 3130,"Monday: 9:30-13:00 - 14:00-16:00
Tuesday: NA
Wednesday: 9:30-13:00 - 14:00-16:00
Thursday: NA
Friday: NA
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Taroom QGAP,"Taroom Magistrates Court, 33 Yaldwyn Street",Taroom,QLD,4420,-25.640685,149.79531,4627 3106,"Monday: 08:30-13:00 - 14:00-16:30
Tuesday: 08:30-13:00 - 14:00-16:30
Wednesday: 09:30-13:00 - 14:00-16:30
Thursday: 08:30-13:00 - 14:00-16:30
Friday: 08:30-13:00 - 14:00-16:30
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Texas QGAP,32 Cadell Street,Texas,QLD,4385,-28.853845,151.169534,13 QGOV (13 74 68),"Monday: NA
Tuesday: 9:00 - 13:00
Wednesday: NA
Thursday: 9:00 - 13:00
Friday: NA
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Thargomindah QGAP,"Police Station, Dowling Street",Thargomindah,QLD,4492,-27.996239,143.821846,4655 3291,"Monday: NA
Tuesday: NA
Wednesday: 8:00 - 16:00
Thursday: 8:00 - 16:00
Friday: NA
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Thursday Island QGAP,"Thursday Island Magistrates Court, 136 Douglas Street",Thursday Island,QLD,4875,-10.584875,142.214044,4212 3900,"Monday: 8:30 - 16:30
Tuesday: 8:30 - 16:30
Wednesday: 8:30 - 16:30
Thursday: 8:30 - 16:30
Friday: 8:30 - 16:30
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Toogoolawah QGAP,"Toogoolawah Magistrates Court, Hopkins Place, Gardner Street",Toogoolawah,QLD,4313,-27.0879,152.379463,46390780,"Monday: 8:30-12:00 - 13:00-16:00
Tuesday: 8:30-12:00 - 13:00-16:00
Wednesday: 9:30-12:00 - 13:00-16:00
Thursday: 8:30-12:00 - 13:00-16:00
Friday: 8:30-12:00 - 13:00-16:00
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Tully QGAP,"Tully Magistrates Court, 46 Bryant Street",Tully,QLD,4854,-17.935826,145.922833,4063 5534,"Monday: 8:30-12:00 - 13:00-16:30
Tuesday: 8:30-12:00 - 13:00-16:30
Wednesday: 9:30-12:00 - 13:00-16:30
Thursday: 8:30-12:00 - 13:00-16:30
Friday: 8:30-12:00 - 13:00-16:30
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Wandoan QGAP,"Post Office, 11 Lawton Street",Wandoan,QLD,4419,-26.120909,149.961034,4627 4170,"Monday: 9:00 - 16:00
Tuesday: 9:00 - 16:00
Wednesday: 9:00 - 16:00
Thursday: 9:00 - 16:00
Friday: 9:00 - 16:00
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Weipa QGAP,"Weipa Magistrates Court, Central Avenue",Weipa,QLD,4874,-12.623179,141.880209,4214 6400,"Monday: 8:30 - 16:30
Tuesday: 8:30 - 16:30
Wednesday: 8:30 - 16:30
Thursday: 8:30 - 16:30
Friday: 8:30 - 16:30
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Windorah QGAP,"Police Station, Victoria Street",Windorah,QLD,4481,-25.419769,142.653596,4652 5121,"Monday: NA
Tuesday: NA
Wednesday: 08:00-11:30 - NA
Thursday: NA
Friday: NA
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Winton QGAP,"Courthouse, 59 Vindex Street",Winton,QLD,4735,-22.387879,143.039031,746528250,"Monday: 8:30 - 12:00 - 13:00 - 16:00
Tuesday: 8:30 - 12:00 - 13:00 - 16:00
Wednesday: 9:30 - 12:00 - 13:00 - 16:00
Thursday: 8:30 - 12:00 - 13:00 - 16:00
Friday: 8:30 - 12:00 - 13:00 - 16:00
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Yarrabah QGAP,56 Sawmill Road,Yarrabah,QLD,4871,-16.906625,145.865863,4056 9120,"Monday: 09:00 - 12:00 - 13:00-16:00
Tuesday: 09:00 - 12:00 - 13:00-16:00
Wednesday: 09:00 - 12:00 - 13:00-16:00
Thursday: 09:00 - 12:00 - 13:00-16:00
Friday: 09:00 - 12:00 - NA
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Yeppoon QGAP,"Yeppoon Magistrates Court, 21 - 23 Normanby Street",Yeppoon,QLD,4703,-23.127874,150.745671,4939 5385,"Monday: 8:30 - 16:30
Tuesday: 8:30 - 16:30
Wednesday: 9:30 - 16:30
Thursday: 8:30 - 16:30
Friday: 8:30 - 16:30
Saturday: NA
Sunday: NA",Library,Libraries_QLD
Annerley Library,"450 Ipswich Rd, Annerley",Annerley,QLD,4103,-27.509341,153.03331,07 3403 1735,"Monday: 10am-5pm
Tuesday: 10am-5pm
Wednesday: closed
Thursday: closed
Friday: 10am-5pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Ashgrove Library,"87 Amarina Ave, Ashgrove",Ashgrove,QLD,4060,-27.443876,152.987086,07 3407 1940,"Monday: 10am-6pm
Tuesday: 10am-8pm
Wednesday: 10am-6pm
Thursday: 10am-8pm
Friday: 10am-6pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Banyo Library,"284 St Vincents Rd, Banyo",Banyo,QLD,4014,-27.374391,153.078259,07 3403 2200,"Monday: closed
Tuesday: 12 noon-6pm
Wednesday: 10am-5pm
Thursday: 10am-6pm
Friday: 12 noon-5pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Bracken Ridge Library,"Cnr Bracken and Barrett Street, Bracken Ridge",Bracken Ridge,QLD,4017,-27.317963,153.037889,07 3667 6060,"Monday: closed
Tuesday: 10am-8pm
Wednesday: 10am-8pm
Thursday: 10am-6pm
Friday: 10am-5pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Brisbane Square Library,"266 George St, Brisbane City",Brisbane,QLD,4000,-27.470824,153.022451,07 3403 4166,"Monday: 9am-6pm
Tuesday: 9am-6pm
Wednesday: 9am-6pm
Thursday: 9am-6pm
Friday: 9am-7pm
Saturday: 9am-4pm
Sunday: 10am-3pm
Closed on public holidays",Library,Libraries_QLD
Bulimba Library,"Cnr Riding Rd & Oxford St, Bulimba",Bulimba,QLD,4171,-27.452075,153.062858,07 3407 8223,"Monday: closed
Tuesday: 9am-5pm
Wednesday: 1pm-8pm
Thursday: 9am-5pm
Friday: 9am-5pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Carina Library,"Cnr Mayfield Rd & Nyrang St, Carina",Carina,QLD,4152,-27.493284,153.09006,07 3407 1873,"Monday: 10am-6pm
Tuesday: 10am-6pm
Wednesday: closed
Thursday: closed
Friday: 10am-6pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Carindale Library,"Westfield Carindale, 1151 Creek Road, Carindale",Carindale,QLD,4152,-27.50134,153.102746,07 3407 1490,"Monday: 9am-5.30pm
Tuesday: 9am-5.30pm
Wednesday: 9am-5.30pm
Thursday: 9am-8pm
Friday: 9am-5.30pm
Saturday: 9am-4pm
Sunday: 10am-4pm
Closed on public holidays",Library,Libraries_QLD
Chermside Library,"375 Hamilton Rd, Chermside",Chermside,QLD,4032,-27.386161,153.034879,07 3403 7200,"Monday: 9am-6pm
Tuesday: 9am-8pm
Wednesday: 9am-6pm
Thursday: 9am-8pm
Friday: 9am-6pm
Saturday: 9am-4pm
Sunday: 10am-4pm
Closed on public holidays",Library,Libraries_QLD
Coopers Plains Library,"107 Orange Grove Rd, Coopers Plains",Coopers Plains,QLD,4108,-27.564998,153.039658,07 3403 1530,"Monday: closed
Tuesday: 10am-5pm
Wednesday: 10am-8pm
Thursday: 10am-5pm
Friday: 10am-5pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Corinda Library,"641 Oxley Rd, Corinda",Corinda,QLD,4075,-27.53886,152.981475,07 3407 7701,"Monday: closed
Tuesday: 10am-5pm
Wednesday: 10am-5pm
Thursday: 10am-5pm
Friday: 10am-5pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Everton Park Library,"573 South Pine Road, Everton Park",Everton Park,QLD,4053,-27.405286,152.99049,07 3403 7400,"Monday: closed
Tuesday: 10am-6pm
Wednesday: 10am-5pm
Thursday: 12 noon-8pm
Friday: 12 noon-5pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Fairfield Library,"Fairfield Gardens Shopping Centre, 180 Fairfield Rd, Fairfield",Fairfield,QLD,4103,-27.509188,153.026711,07 3403 8615,"Monday: closed
Tuesday: 10am-6pm
Wednesday: 10am-6pm
Thursday: 9am-7pm
Friday: 10am-5pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Garden City Library,"Garden City Shopping Centre, Level R4, Cnr Logan & Kessels Rd, Upper Mt Gravatt",Upper Mount Gravatt,QLD,4122,-27.562668,153.079845,07 3403 7745,"Monday: 9am-5.30pm
Tuesday: 9am-5.30pm
Wednesday: 9am-5.30pm
Thursday: 9am-8pm
Friday: 9am-5.30pm
Saturday: 9am-4pm
Sunday: 10am-4pm
Closed on public holidays",Library,Libraries_QLD
Grange Library,"79 Evelyn St, Grange",Grange,QLD,4051,-27.425132,153.01759,07 3407 2523,"Monday: closed
Tuesday: 10am-6pm
Wednesday: 12 noon-8pm
Thursday: 10am-6pm
Friday: 10am-5pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Hamilton Library,"Cnr Racecourse Rd & Rossiter Pde, Ascot",Ascot,QLD,4007,-27.437762,153.064249,07 3403 1050,"Monday: closed
Tuesday: 10am-5pm
Wednesday: 1-6pm
Thursday: 10am-5pm
Friday: 10am-5pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Holland Park Library,"81 Seville Rd, Holland Park",Holland Park,QLD,4121,-27.523073,153.072057,07 3403 7755,"Monday: closed
Tuesday: 10am-5pm
Wednesday: 1-8pm
Thursday: 10am-5pm
Friday: 10am-5pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Inala Library,"Inala Civic Centre, Corsair Ave, Inala",Inala,QLD,4077,-27.597501,152.973593,07 3403 2205,"Monday: 9am-6pm
Tuesday: 9am-6pm
Wednesday: 9am-6pm
Thursday: 9am-7pm
Friday: 9am-6pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Indooroopilly Library,"Indooroopilly Shopping Centre, Level 4, 322 Moggill Rd, Indooroopilly",Indooroopilly,QLD,4068,-27.499591,152.972642,07 3407 0009,"Monday: 9am-6pm
Tuesday: 9am-8pm
Wednesday: 9am-6pm
Thursday: 9am-8pm
Friday: 9am-6pm
Saturday: 9am-4pm
Sunday: 10am-4pm
Closed on public holidays",Library,Libraries_QLD
Kenmore Library,"Kenmore Village, 9 Brookfield Road, Kenmore",Kenmore,QLD,4069,-27.506033,152.938582,07 3407 0258,"Monday: 9am-6pm
Tuesday: 9am-6pm
Wednesday: 9am-6pm
Thursday: 9am-8pm
Friday: 9am-6pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Mitchelton Library,"37 Heliopolis Pde, Mitchelton",Mitchelton,QLD,4053,-27.417127,152.97838,07 3403 7410,"Monday: closed
Tuesday: 10am-5pm
Wednesday: 10am-5pm
Thursday: 12 noon-7pm
Friday: 10am-5pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Mt Coot-tha Library,"Brisbane Botanic Gardens, Mt Coot-tha Rd, Toowong",Toowong,QLD,4066,-27.475596,152.976014,07 3403 2550,"Monday: 10am-3pm
Tuesday: 10am-4pm
Wednesday: 10am-4pm
Thursday: 10am-4pm
Friday: 10am-3pm
Saturday: 9am-4pm
Sunday: 10am-3pm
Closed on public holidays",Library,Libraries_QLD
Mt Gravatt Library,"8 Creek Rd, Mt Gravatt",Mount Gravatt,QLD,4122,-27.538516,153.08026,07 3403 7775,"Monday: closed
Tuesday: 9am-5pm
Wednesday: 9am-5pm
Thursday: 9am-7pm
Friday: 9am-5pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Mt Ommaney Library,"Mt Ommaney Shopping Centre, 171 Dandenong Rd, Mt Ommaney",Mount Ommaney,QLD,4074,-27.548122,152.937895,07 3407 7010,"Monday: closed
Tuesday: 9am-6pm
Wednesday: 9am-6pm
Thursday: 9am-8pm
Friday: 9am-6pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
New Farm Library,"135 Sydney St, New Farm",New Farm,QLD,4005,-27.467304,153.049626,07 3403 1062,"Monday: closed
Tuesday: 10am-6pm
Wednesday: 10am-6pm
Thursday: 12 noon-8pm
Friday: 10am-5pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Nundah Library,"1 Bage St (via Primrose Lane), Nundah",Nundah,QLD,4012,-27.40128,153.058329,07 3407 8701,"Monday: closed
Tuesday: 10am-6pm
Wednesday: 1-7pm
Thursday: 10am-5pm
Friday: 10am-5pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Sandgate Library,"Sandgate Town Hall, Seymour St, Sandgate",Sandgate,QLD,4017,-27.320585,153.070492,07 3667 6022,"Monday: closed
Tuesday: 10am-5pm
Wednesday: 10am-6pm
Thursday: 10am-6pm
Friday: 12 noon-5pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Stones Corner Library,"280 Logan Rd, Stones Corner",Stones Corner,QLD,4120,-27.497906,153.043665,07 3403 2170,"Monday: closed
Tuesday: closed
Wednesday: 9am-5pm
Thursday: 9am-5pm
Friday: 9am-5pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Sunnybank Hills Library,"Sunnybank Hills Shoppingtown, Cnr Compton & Calam Rds, Sunnybank Hills",Sunnybank Hills,QLD,4109,-27.609839,153.055842,07 3407 0571,"Monday: 9am-6pm
Tuesday: 9am-6pm
Wednesday: 9am-6pm
Thursday: 9am-8pm
Friday: 9am-6pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Toowong Library,"Toowong Village Shopping Centre, 9 Sherwood Rd, Toowong",Toowong,QLD,4066,-27.485753,152.99302,07 3403 2590,"Monday: 9am-5.30pm
Tuesday: 9am-5.30pm
Wednesday: 9am-5.30pm
Thursday: 9am-8pm
Friday: 9am-5.30pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
West End Library,"178-180 Boundary St, West End",West End,QLD,4101,-27.482419,153.011858,07 3403 8620,"Monday: 9am-1pm
Tuesday: 1pm-5pm
Wednesday: 10am-5pm
Thursday: 10am-7pm
Friday: 10am-5pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Wynnum Library,"145 Florence St, Wynnum",Wynnum,QLD,4178,-27.44497,153.171656,07 3403 2199,"Monday: 9am-6pm
Tuesday: 9am-6pm
Wednesday: 9am-6pm
Thursday: 9am-8pm
Friday: 9am-6pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Zillmere Library,"Cnr Jennings St & Zillmere Rd, Zillmere",Zillmere,QLD,4034,-27.360039,153.040736,07 3403 1455,"Monday: closed
Tuesday: 10am-6pm
Wednesday: 12 noon-5pm
Thursday: 10am-6pm
Friday: 10am-5pm
Saturday: 9am-4pm
Sunday: closed
Closed on public holidays",Library,Libraries_QLD
Bruny Online,School Road,Bruny Island,TAS,7150,-43.317713,147.245706,(03) 6293 2036,,Library,Libraries_TAS
Swansea,31 Franklin Street,Swansea,TAS,7190,-42.1219,148.0729,(03) 6257 8607,,Library,Libraries_TAS
Bridport,Main Street,Bridport,TAS,7262,-41.002593,147.394005,(03) 6778 8581,,Library,Libraries_TAS
Sheffield,Sheffield District High,Sheffield,TAS,7306,-41.382218,146.328052,(03) 6491 1533,,Library,Libraries_TAS
Ulverstone,15 King Edward Street,Ulverstone,TAS,7315,-41.155696,146.172371,(03) 6464 3120,,Library,Libraries_TAS
Oatlands,Oatlands District High School,Oatlands,TAS,7120,-42.301341,147.36994,(03) 6254 1222,,Library,Libraries_TAS
Whitemark,1 Davies Street,Whitemark,TAS,7255,-40.121993,148.016588,(03) 6359 2151,,Library,Libraries_TAS
Ringarooma,14 Main Street,Ringarooma,TAS,7263,-41.241476,147.734929,(03) 6353 2155,,Library,Libraries_TAS
Latrobe,113 Gilbert Street,Latrobe,TAS,7307,-41.2352,146.411351,(03) 6478 4220,,Library,Libraries_TAS
Longford,55 Wellington Street,Longford,TAS,7301,-41.593685,147.122232,(03) 6777 2408,,Library,Libraries_TAS
Geeveston,11 Church Street,Geeveston,TAS,7116,-43.164066,146.927064,(03) 6297 1582,,Library,Libraries_TAS
Ravenswood,Eastside Village Shopping Centre,Ravenswood,TAS,7250,-41.418497,147.175115,(03) 6777 1440,,Library,Libraries_TAS
Strahan,Strahan Primary School,Strahan,TAS,7468,-42.153411,145.320362,(03) 6471 7261,,Library,Libraries_TAS
Smithton,134 - 140 Nelson Street,Smithton,TAS,7330,-40.84159,145.122828,(03) 6478 9574,,Library,Libraries_TAS
Rosebery,Rosebery District High,Rosebery,TAS,7470,-41.77968,145.541446,(03) 6473 1426,,Library,Libraries_TAS
Bicheno,78 Burgess Street,Bicheno,TAS,7215,-41.877219,148.303445,(03) 6387 5609,,Library,Libraries_TAS
Westbury,33 William Street,Westbury,TAS,7303,-41.526748,146.833069,(03) 6701 2189,,Library,Libraries_TAS
Orford,30 Charles Street,Orford,TAS,7190,-42.562231,147.872328,(03) 6123 4039,,Library,Libraries_TAS
Lilydale,District School,Lilydale,TAS,7268,-41.252327,147.215048,(03) 6395 1110,,Library,Libraries_TAS
Exeter,57 Main Road,Exeter,TAS,7275,-41.300539,146.953318,(03) 6702 6110,,Library,Libraries_TAS
Launceston,71 Civic Square,Launceston,TAS,7250,-41.436002,147.137167,(03) 6777 2446,,Library,Libraries_TAS
Bridgewater,23 Green Point Road,Bridgewater (behind Brighton Civic Centre),TAS,7030,-42.739418,147.243549,(03) 6165 5446,,Library,Libraries_TAS
George Town Community Hub,12 Elizabeth Street,George Town,TAS,7253,-41.107135,146.822501,(03) 6702 6090,,Library,Libraries_TAS
Cygnet,27 Mary Street,Cygnet,TAS,7112,-43.161804,147.076571,(03) 6121 7017,,Library,Libraries_TAS
Devonport,137 Rooke Street,Devonport,TAS,7310,-41.1775898,146.3604878,(03) 6478 4230,,Library,Libraries_TAS
Deloraine,2 - 4 Emu Bay Road,Deloraine,TAS,7304,-41.525053,146.65659,(03) 6701 2180,,Library,Libraries_TAS
Beaconsfield,Beaconsfield Primary School,Beaconsfield,TAS,7270,-41.20172,146.820784,(03) 6702 6111,,Library,Libraries_TAS
Scottsdale,51 King Street,Scottsdale,TAS,7260,-41.162008,147.51531,(03) 6778 8586,,Library,Libraries_TAS
Tasman,Tasman District High,Nubeena,TAS,7184,-43.097723,147.744419,(03) 6250 1017,,Library,Libraries_TAS
Hobart,91 Murray Street,Hobart,TAS,7000,-42.881951,147.324667,(03) 6165 5597,,Library,Libraries_TAS
Huon,1 Skinner Drive,Huonville,TAS,7109,-43.031196,147.049732,(03) 6121 7010,,Library,Libraries_TAS
St Marys,31 Main Street,St Marys,TAS,7215,-41.579084,148.186817,(03) 6387 5602,,Library,Libraries_TAS
New Norfolk,9/13 Charles Street,New Norfolk,TAS,7140,-42.781558,147.06434,(03) 6165 6381,,Library,Libraries_TAS
Glenorchy,4 Terry Street,Glenorchy,TAS,7010,-42.834443,147.275185,(03) 6165 5493,,Library,Libraries_TAS
West Coast Community Hub,9-13 Driffield Street,Queenstown,TAS,7467,-42.078731,145.556337,(03) 6495 1530,,Library,Libraries_TAS
Burnie,30 Alexander Street,Burnie,TAS,7320,-41.050675,145.903823,(03) 6477 7400,,Library,Libraries_TAS
St Helens,61 Cecilia Street,St Helens,TAS,7216,-41.320788,148.249084,(03) 6387 5600,,Library,Libraries_TAS
Campbell Town,77 High Street,Campbell Town,TAS,7210,-41.927058,147.49418,(03) 6774 8010,,Library,Libraries_TAS
Penguin,81 Main Street,Penguin,TAS,7316,-41.113406,146.072802,(03) 6477 7520,,Library,Libraries_TAS
Sorell,25 Cole Street,Sorell,TAS,7172,-42.781507,147.564159,(03) 6165 6452,,Library,Libraries_TAS
Rosny,48 Bligh Street,Rosny,TAS,7018,-42.864067,147.370525,(03) 6165 6448,,Library,Libraries_TAS
Bothwell,19 Alexander Street,Bothwell,TAS,7030,-42.382038,147.008056,(03) 6259 5642,,Library,Libraries_TAS
Kingston,11 Hutchins Street,Kingston,TAS,7050,-42.976517,147.310917,(03) 6165 6208,,Library,Libraries_TAS
Wynyard,13 Exhibition Link,Wynyard,TAS,7325,-40.990232,145.72654,(03) 6477 7415,,Library,Libraries_TAS
Zeehan,74 Main Street,Zeehan,TAS,7469,-41.887726,145.339551,(03) 6471 6484,,Library,Libraries_TAS
Currie,1 Meech Street,Currie,TAS,7256,-39.929402,143.851804,(03) 6462 1202,,Library,Libraries_TAS
A H Bracks Public Library,Cnr Stock Road and Canning Highway,Melville,WA,6156,-32.03446,115.79552,08 9364 0115,,Library,Libraries_WA
Albany Public Library,221 York Street,Albany,WA,6330,-35.02293,117.88288,08 9841 9390,,Library,Libraries_WA
Amherst Village Public Library,Cnr Warton Road and Holmes Street,Southern River,WA,6110,-32.08966,115.94393,08 9498 9498,,Library,Libraries_WA
Armadale Public Library,Shop 64 / 10 Orchard Ave,Armadale,WA,6112,-32.152266,116.0147457,08 9394 5125,,Library,Libraries_WA
Augusta Public Library,Allnut Terrace,Augusta,WA,6290,-34.31438,115.15532,08 9780 5670,,Library,Libraries_WA
Australind Public Library,Paris Road,Australind,WA,6230,-33.28122,115.71647,08 9797 1430,,Library,Libraries_WA
Badgingarra Public Library,Community Hall,Badgingarra,WA,6521,-30.38849,115.49967,08 9652 9233,,Library,Libraries_WA
Baldivis Library and Community Centre,17 Settlers Avenue,Baldivis,WA,6171,-32.33236,115.81375,08 9591 0800,,Library,Libraries_WA
Balingup Public Library,40 Jayes Road,Balingup,WA,6253,-33.78384,115.98542,08 9764 1037,,Library,Libraries_WA
Ballajura Public Library,Cnr Kingfisher and Illawarra Crescent,Ballajura,WA,6066,-31.83941,115.89483,08 9249 1488,,Library,Libraries_WA
Bassendean Public Library,46 Old Perth Road,Bassendean,WA,6054,-31.90403,115.94928,08 9279 2966,,Library,Libraries_WA
Bayswater Public Library,25 King William Street,Bayswater,WA,6053,-31.92022,115.91395,08 9271 2340,,Library,Libraries_WA
Beacon Public Library,"Beacon Central, 11 Rowlands Street",Beacon,WA,6472,-30.4497,117.86517,08 9686 1014,,Library,Libraries_WA
